student_id,age,grade_level,gender,region,family_income_level,ai_tool_usage_hours_per_week,traditional_study_hours_per_week,academic_performance_score,digital_literacy_score,creativity_score,critical_thinking_score,has_access_to_ai_tools,teacher_ai_training_level,school_ai_infrastructure_score,learning_engagement_score,personalized_learning_adoption
58,15,小学,女,一线城市,中,1.8827492898563343,7.522714132053803,87.68662595376549,52.7893046485435,92.9661529219125,92.38580345081189,True,高级,50.006747853755,39.93140399344762,True
59,10,高中,男,农村,高,6.416295385374032,36.89702084810965,50.92012077969423,98.88650900538326,83.70054362774951,65.1813519433134,False,初级,30.076717420491523,100.0,False
60,7,初中,男,三线城市,中,3.5000491350642884,28.582521835715998,84.1072656116896,48.29276106764714,81.40009367700992,76.40943701462993,False,无,93.63574637999207,67.12789684923379,False
61,9,初中,女,农村,高,0.9776527027992347,9.103818293572573,49.90994422913999,67.88185766589025,77.7744138695224,74.82762009878687,False,中级,35.89574273561411,84.5912003113142,False
62,17,小学,女,二线城市,低,1.7763307686138283,0.002923219881737152,75.8706045309636,40.00445367160984,53.2532251819698,82.65856332024391,True,初级,84.26959711171506,75.92522955519665,False
63,17,初中,女,一线城市,中,1.6809194515883505,34.67960979492737,78.07616369975696,67.06720397325121,62.69959267077192,72.88136129553547,False,高级,20.13538598495674,67.65396131356343,False
64,12,小学,男,三线城市,高,9.60717493701213,1.9916021719622998,79.65274827162398,43.65853567858355,84.99253125618387,82.37120888788863,True,初级,47.749665384144436,51.565683084616296,True
65,17,高中,女,一线城市,中,0.5782464747220855,4.205878957307328,83.01954798956203,59.11741717341475,48.27633381025095,76.62395344601654,False,无,74.3008473519869,57.37510012256617,True
66,13,初中,男,农村,高,0.28153567319863954,2.4795116528401993,74.87949594661092,33.268048773578066,51.26604810287423,79.17384514779941,False,无,77.91943234950696,68.2292607699444,True
67,8,小学,男,一线城市,中,6.376301441281503,2.973390740340897,45.56355730907171,80.99626800651443,75.51155364578631,75.51616991873233,True,中级,70.92204885539016,64.4057394438781,False
68,6,小学,女,三线城市,低,6.809946848624836,24.358951624533248,83.02681513199298,72.12560099483215,55.78841210813614,50.884581086900894,False,初级,84.63546949488138,56.41944212479794,False
69,9,小学,女,三线城市,低,6.161066142135603,12.994713420471458,76.46412211691622,86.74821107273398,84.8300983666138,48.09700610622573,False,初级,52.78496633640085,61.006516162972616,False
70,7,初中,男,二线城市,中,2.1460367499353827,46.88596178389928,61.4607031294315,58.04389670720328,56.424076787382184,61.995133205427535,False,中级,94.80968694329857,79.3785292133709,False
71,13,小学,男,一线城市,中,3.2341747865478316,3.948813395804669,51.45903868295087,87.67694733761996,74.39884260753665,94.37788897899793,True,初级,68.91542807004882,86.03020921245856,False
72,9,初中,女,三线城市,高,2.4859596048599726,9.972329553043215,98.10033278886537,65.78559290789671,75.90528816371317,65.0818982532356,False,无,78.37016717390027,53.336437363125434,False
73,7,小学,女,三线城市,中,0.21593140080180173,56.86592145524955,93.46950807436023,67.26334918857474,61.32229579784542,73.26251124089728,True,中级,69.08980457512345,57.91850170045076,False
74,11,初中,女,二线城市,中,2.7177954403993074,26.268782496610847,85.58936110961181,100.0,65.68636066621733,34.55579251711589,True,无,72.28590108772902,75.44037537395148,False
75,11,高中,男,农村,中,0.04112300863917672,19.56328956768201,64.85550133147946,55.306480701227926,57.75979335928081,71.29361231135782,False,高级,34.97135675256569,69.38466647281834,False
76,15,初中,男,二线城市,低,1.1790718073266278,3.141849712395347,37.24506671682724,89.549180623097,69.66511529825975,69.46043631308272,False,无,36.458668338270215,66.14004332266369,False
77,9,初中,女,二线城市,高,8.077678328811079,22.006411388085695,86.47018763152853,74.59369881095226,52.68962967841732,22.553577716951118,True,初级,46.470432563361726,86.75837998546554,False
78,11,小学,男,三线城市,高,1.0874119900297832,6.405659242662226,80.50030160782613,53.56190215509034,65.97686047305294,72.94511201350339,True,初级,72.85791701708969,74.95701079266172,True
79,7,小学,男,一线城市,高,8.431576780413547,11.342483570715451,69.38006536391735,38.68618219073054,83.47283814031388,39.93333053686104,False,初级,45.284665656126926,46.02953629656085,True
80,15,初中,女,农村,高,0.863582093810066,14.091901703756585,91.87209460046815,44.338298990890195,49.53848057690792,55.6690641964947,True,中级,52.59810330277415,59.20813173351352,True
81,17,小学,男,二线城市,高,1.1330927394460306,14.099675406166726,87.71996300944275,87.61349595709022,61.23275058439791,84.90602422567405,True,中级,58.18397110062255,45.42266391877826,False
82,7,初中,女,一线城市,中,2.969872336962955,19.448092219914496,77.64143232346274,99.68799053673914,79.32872337972908,70.67667595624144,True,初级,95.44678222408925,69.13303469496854,True
83,15,小学,女,二线城市,中,4.3017554732596475,16.25742583460125,75.5258762680667,66.82879806420452,32.60239392974808,60.37634845351403,False,初级,75.06963626787027,50.75013318794103,True
84,9,小学,男,三线城市,高,2.0877797265355804,1.06230724004705,75.76451576399519,67.87763525242246,100.0,58.92072161109753,True,初级,23.467358115989807,43.822297518019724,True
85,13,小学,男,三线城市,中,6.4141546061199595,9.16927880248568,85.19909809252118,80.52906866312973,88.8146424525568,60.894132028236115,False,中级,63.99223805505867,39.11606582306621,True
86,12,高中,女,三线城市,高,0.1232173951893336,16.360626402012866,62.13785480185518,66.4660405870637,42.30995955572824,70.73511222634357,True,中级,52.4144439789896,100.0,False
87,17,小学,男,一线城市,中,7.660642525613268,5.26450431538785,81.38974682677555,86.99400075940645,32.12447560122847,47.58907142427036,False,初级,54.291832790952924,50.15413570811232,True
88,14,初中,女,二线城市,中,0.655616756382805,5.632552564612251,61.19113583295614,70.8324450132637,70.53311657201311,87.11509695849328,False,初级,60.016112163551604,66.94947833769761,False
89,13,小学,男,农村,中,6.468676068158947,1.9955592536838442,95.04832757628351,67.71082627304885,49.83560447376192,48.491417459081696,True,中级,88.14603794394732,72.95166533679951,True
90,10,初中,男,一线城市,低,1.5367958762056828,8.135131002901584,82.98192857362852,51.01574305011764,87.30687922357141,38.64002194172648,True,中级,39.662366183486206,73.90470589991601,True
91,7,小学,男,农村,高,5.364923305300355,64.94770111051795,64.67657607541605,46.09465841053435,77.09203891837038,84.84960324310019,False,初级,65.09708416036072,81.93427463995579,True
92,10,高中,女,一线城市,中,3.341167574612496,5.038792428212198,76.20893736044624,1.8182397290951435,72.22082229407087,60.57233749098904,True,初级,67.26589047400105,71.18387412647688,True
93,13,高中,男,农村,低,0.5805417516307795,11.371267283973852,62.19320429957939,89.68233599883743,59.73538506957516,69.19781304120474,True,高级,54.465619175983505,64.7424033326159,False
94,15,小学,女,二线城市,中,7.504848961675078,20.394041745426577,97.56169256551193,62.06785889555349,98.80013751620835,79.12872728916153,True,中级,44.041935150353325,75.51588898814518,True
95,14,高中,女,三线城市,高,0.8451691501910091,0.20383780590471157,99.34313976706814,56.99205310528438,83.56213781299033,55.76957188579261,False,无,41.11657876225677,75.35089229641645,True
96,17,高中,女,一线城市,中,0.8396977865092271,34.60485567018308,85.44335523844272,25.965854072291332,80.85698456237162,70.331477790008,True,初级,49.48402100701402,72.81133966312915,True
97,17,高中,男,一线城市,中,5.048912633949731,7.329852283045145,98.34984851481866,52.19774468455296,91.60100736329396,79.01965468700513,True,高级,78.44062293833987,82.25425488505903,False
98,17,高中,女,二线城市,低,0.3357232247013581,30.50165614072118,77.2769392330875,49.566270834342085,51.660504457128354,95.93499305987459,False,中级,51.041558192888445,61.98820538415691,False
99,14,小学,女,一线城市,高,0.7532247240477294,0.5958960937491313,86.45268850762196,49.104538255384504,93.12528164270363,59.311998827520526,False,中级,57.52152693400264,68.78725208784293,True
100,6,初中,男,二线城市,高,2.101588529591864,2.361452931083867,93.37086782864634,71.65672286305255,65.23705066547252,60.12989759389983,True,无,31.07572545559309,50.78689378997835,True
101,14,小学,女,三线城市,中,5.324300512114375,5.840838036254801,74.91384606726125,67.44497106392006,76.0251345388441,77.57655252853057,True,中级,48.141281037951146,68.08106423729613,True
102,12,小学,女,三线城市,高,0.47868981611698525,6.357379335260031,76.06655785976018,37.7740813276059,67.1836658259052,71.54608038900025,False,中级,65.73389920897036,61.78961911925773,False
103,14,高中,男,三线城市,高,2.380018121851123,28.23782816734427,89.00484902143346,39.04317800185335,36.19841908527547,65.67039208858789,False,无,18.319428679704444,88.88574441408271,True
104,13,小学,女,三线城市,高,3.7264843055288686,0.1689648045214421,84.6974694839399,39.00642895339268,87.23226869750046,95.07572970264596,True,初级,86.12232336049966,48.600697624659205,False
105,6,初中,男,三线城市,高,5.911120575777911,15.371164410654846,63.668089196984205,100.0,37.15930018766579,39.39856642170318,True,无,45.1784677882026,64.39637231315076,False
106,17,高中,女,二线城市,高,8.226321028040308,2.111576305025072,42.19755943092797,94.85445257383259,52.60262919977365,43.83032734221635,True,中级,100.0,63.61323212448306,True
107,13,高中,女,二线城市,低,4.606331506115808,25.992369822273428,72.36707906104428,47.954020018008045,61.849156652293814,39.59500702415844,False,中级,70.49961521287167,82.73291081883521,True
108,13,高中,男,二线城市,高,3.1738082749654803,22.614952740495426,43.546287311622315,25.468113600085385,34.83492017183298,88.42855933699957,False,初级,14.128800897648699,51.577959842377815,False
109,16,小学,女,农村,高,1.7054705957660405,10.394838717815592,60.13473995841677,67.5608848602504,50.18879278953326,76.75029646074768,True,初级,66.93819631744604,72.05953571468048,False
110,8,小学,女,二线城市,高,0.35672277358193155,3.5869452484642923,61.88569564199423,65.93880232475342,74.40676163411257,44.697333574264206,True,初级,52.04939965632311,73.25845420600317,False
111,6,初中,女,一线城市,低,3.7109056011357375,15.097145844816836,66.47036533589811,71.33833973976796,63.76027855236033,65.90843234706315,True,无,67.24959395958838,86.77885699980581,True
112,13,小学,男,三线城市,中,14.775012704058671,2.5486334221290687,87.30657216245312,79.82747784954667,65.2452482729473,67.52951491323753,False,初级,100.0,58.321692026348146,False
113,8,小学,男,二线城市,中,4.004074124021568,3.161256079773622,90.5651931109539,74.03407906791884,53.52988388220538,30.443266473539133,False,无,77.62430484987796,51.08156997982883,True
114,8,小学,男,农村,高,0.05055689822788636,14.780187651024216,82.63111079710811,42.67120936999493,70.831263827642,71.20071117507715,True,无,54.35685539573402,79.60077354433466,True
115,6,初中,男,农村,低,2.0570849203339177,71.04361955123906,84.48760464092707,70.88082174328035,64.14553554646122,47.981716943733765,True,高级,25.078101524343275,49.682961040197625,False
116,16,初中,男,一线城市,中,2.8607835838292344,33.25448538754026,84.84180684552969,82.07647150671309,40.462622781669396,80.01336529714706,False,初级,81.81944927070305,63.6361746840433,False
117,10,小学,女,一线城市,高,3.510397707584376,13.488088596415121,37.54755013168614,50.51996553993254,66.3834639477233,48.501998821743406,True,初级,72.74333310112563,68.18209189489451,False
118,15,初中,男,二线城市,中,3.815960988921142,11.600293507730198,75.15296523010674,70.99912937511718,47.64558711547347,71.7257169488575,True,高级,88.94755295229821,81.85190973374611,False
119,12,小学,男,三线城市,低,2.450072307373718,96.42519040024054,48.053119182449926,53.944385650643845,86.15854801496617,90.00769395742748,False,初级,56.42841929646139,47.33189251607202,True
120,15,小学,男,二线城市,中,0.7583363546156614,11.891103654356995,82.6370921350731,100.0,62.95287877542512,84.56752137722486,True,中级,67.37772667133551,67.26220108016926,True
121,14,初中,女,三线城市,低,8.552333842800607,8.17392143332263,43.60337779020455,38.4634572226596,100.0,76.62180302319155,False,无,53.843407424146065,72.41668495038604,False
122,17,初中,女,三线城市,低,3.5787669362571135,36.04528907423526,72.29342196973951,88.11897873057202,87.40424565738614,66.6172952004903,False,初级,62.171202119368935,58.2234936329012,True
123,12,初中,男,二线城市,高,0.8108628583036048,4.002205999782244,83.2165466402938,31.583744771494615,67.65515484483096,42.49822796952361,False,中级,22.136942292553588,66.27810313083408,True
124,14,小学,女,一线城市,中,1.167248347806382,1.5392308095387361,58.23363077525532,100.0,80.43061899803054,60.535370714908915,True,初级,67.9567272476242,86.22478402564701,True
125,13,高中,女,三线城市,高,7.650358747075737,15.080519570501387,89.4257394076983,42.169018651511806,32.38361460319067,64.15789512236059,True,无,69.55987528335544,63.88679152504758,False
126,17,初中,女,二线城市,低,6.554011176879942,1.5113939714306366,82.5993325492762,68.79343087978671,87.3228293243756,62.93702016078467,True,初级,47.403698175822754,66.17680791061125,True
127,7,初中,女,农村,高,1.558320055845876,7.005685011841566,80.71237043756864,32.4161362660639,55.23477105116514,41.93012188056618,True,中级,75.16640546507745,86.16974825661545,False
128,6,初中,男,二线城市,低,0.1171807107041785,8.263712725939723,85.47002381265797,38.000377659565785,71.61519466679836,75.38539066200579,False,无,81.81404541711123,68.51022809916864,True
129,12,高中,男,三线城市,中,0.14913848109169028,11.895774681849096,69.61199868350016,82.95494095249244,56.90279476869979,47.924433570470136,True,无,95.00411718841335,93.41344844682769,False
130,12,初中,女,农村,中,1.0018829991104523,71.79956396135331,77.27878295635213,85.56324622938943,58.81626924561948,94.28385204129611,False,无,34.498703616040736,45.7858050307656,True
131,13,初中,女,农村,高,2.9756481084899833,3.745811575250645,75.15077358351299,69.78717864735295,66.73962238037034,70.51636015041781,True,中级,76.73462023147961,67.62582616662705,False
132,10,高中,女,二线城市,中,2.6326140048245223,7.068218516204452,74.81176583075784,79.82163330980482,71.38298995011912,84.64746467624569,True,中级,93.44749187262593,84.42065475175819,True
133,8,初中,女,二线城市,低,3.0139545863056347,2.1276036543011676,64.91953385029385,85.89757485307945,69.51551414579274,84.29608338587082,True,无,51.23012104955831,60.49053912258219,True
134,17,初中,男,三线城市,高,3.7899263471801214,14.032620328475607,56.362018279159415,51.31646272401371,69.96427676551549,100.0,False,高级,94.87297838427563,68.24995927751765,True
135,13,初中,女,二线城市,中,0.05764709471200803,19.511285974791296,69.94712476065787,37.02077131366371,40.73771126533402,71.0919770890639,False,中级,41.85232432477484,92.21293562810722,False
136,11,小学,男,一线城市,高,0.33308160703493783,9.868925326896843,69.12078139208599,64.7259322759441,100.0,61.36895875323099,True,中级,61.74271855261308,59.60500833099323,False
137,16,小学,女,农村,中,1.3364409649312716,4.232087308513056,63.94903518724665,53.45597628205583,74.17564592322418,61.69665174543642,False,初级,16.824177812846642,79.7215552508874,True
138,8,初中,男,一线城市,高,0.5047589458275923,14.548864696142337,87.78080672715036,72.7724296040199,77.87621222146838,93.43374490277664,True,初级,13.318508854276075,83.94643605634352,False
139,6,高中,女,一线城市,高,0.23492277983637472,11.620491414712895,57.41690073216581,75.96057224175853,63.8801600056889,45.555997929315225,True,高级,21.165626245881167,73.22617193481814,False
140,8,高中,男,一线城市,低,3.073001159749576,2.816387730035255,72.42736261663138,51.36698418861438,54.265215497962814,53.07188217071591,True,高级,95.46833948919354,72.64020294422039,True
141,10,小学,男,三线城市,中,5.067659721518982,7.805108728792912,92.49509567341879,79.08217085932887,72.71864315746315,72.02885993243488,True,中级,40.61027471407448,55.60134690257165,False
142,8,初中,男,三线城市,高,4.190569725509722,8.569176651678735,88.63694028899329,78.08276751902616,75.2069843915385,65.40244328161758,False,中级,40.673726233951044,83.69659787194007,True
143,6,小学,女,二线城市,中,5.095459557653836,60.78458888018899,93.24440827645924,79.46635157778039,93.4325597941852,84.44995578098512,True,初级,70.20623861869258,51.93064199580388,True
144,10,高中,男,二线城市,高,3.2885546082275727,28.38555246303212,66.1382913393866,56.844152459788134,100.0,45.242214962849836,False,高级,41.41114645864099,78.2598146895828,True
145,15,高中,女,二线城市,高,3.9879882118687258,19.884808252769748,86.7643218859156,80.5984432965715,96.58640327182387,66.86191787023562,True,中级,90.12475645535756,63.70557535994337,False
146,12,初中,男,三线城市,中,0.9514511860983107,32.943274699743704,59.055444045328024,75.40004561350386,38.202479378440735,64.8208003771828,False,初级,100.0,65.68410761594093,True
147,12,高中,男,一线城市,高,14.888981490075418,19.947826083785536,70.86189066275189,77.80369289513122,61.71247346542373,49.771852498681056,True,中级,4.458427383687638,68.77968410136006,True
148,16,初中,女,农村,中,0.6069568924771747,35.05793613222309,72.2736628382971,98.55577126177053,76.04470815917861,82.93722205075952,True,初级,73.00654129761553,79.99195250288787,False
149,14,初中,男,二线城市,中,0.7242810688750446,0.8414635344040479,66.36239681702985,71.55548379850823,62.79485825657619,66.43966707632255,False,初级,8.487944918652847,96.99107891885365,False
150,15,小学,女,农村,中,1.022918742104129,9.133916216167252,69.57279017873212,52.86075552005065,69.21111729857675,65.72073161559625,True,中级,25.996779351100564,73.78135319508714,False
151,15,初中,女,一线城市,低,11.106797573446853,20.60946050971016,67.5993610875397,42.79090938001072,31.38754760632274,53.98004122643659,False,中级,71.9411995472623,60.47952610760761,True
152,17,初中,女,三线城市,高,13.34157493064171,13.130679799134372,60.26409283347457,87.55872319987644,86.45583401769949,61.71228509264841,True,中级,36.40755826719808,48.967131973870906,True
153,8,初中,女,二线城市,中,4.752681419991257,2.8885998603788487,87.84620259008688,72.14615352070896,36.24180570148374,50.63233098835038,False,中级,66.52300641777359,90.55912880138104,False
154,12,小学,男,一线城市,中,2.975125441829612,6.243919615472612,72.26324995688596,98.40043976640449,41.695188565348005,82.68402855119525,True,无,60.776511808978434,74.80598117564722,False
155,6,高中,男,农村,高,2.202298645639188,5.735922711655721,78.02154815875929,24.408956175990603,51.73592588275037,85.5578719448402,False,初级,18.798411179725164,68.29418408321642,False
156,9,小学,女,农村,低,10.582409679271905,4.543903563403324,77.45665306789282,83.21334175572883,68.24438883216162,96.56104592163827,True,中级,76.43532182918322,72.93624575894525,False
157,9,初中,男,二线城市,中,3.568462699907413,6.304164055858371,75.82089637665032,59.77725329158744,40.79094360678054,75.37890740766467,False,初级,67.47494145569681,84.2666142681968,False
158,10,初中,男,三线城市,中,8.68658200482681,10.849559036544713,76.39206819084644,57.92958010237658,50.91293978683305,62.23328391367698,True,中级,60.97066719422383,65.43885690159226,False
159,12,初中,女,三线城市,中,1.1418088444550918,28.951780003715083,70.41874169953468,49.70384319702818,90.6810107615718,60.02762520737332,True,中级,43.79876195289787,61.34379288870703,True
